Year,Team,Coach,Gender,Wins,Losses,Ties
2020,Ohio State,"Dorenkott, Bill",Men,,,
2020,Ohio State,"Dorenkott, Bill",Women,,,
2020,SUNY Geneseo,"Dotterweich, Paul",Men,,,
2020,SUNY Geneseo,"Dotterweich, Paul",Women,,,
2020,TCNJ,"Dow, David",Men,,,
2020,Mount Saint Mary (NY),"Drury, Dan",Men,,,
2020,Mount Saint Mary (NY),"Drury, Dan",Women,,,
2020,Tabor College,"Duell, Nathan",Men,,,
2020,Tabor College,"Duell, Nathan",Women,,,
2020,Millikin,"Duesterhaus, Molly",Men,,,
2020,Millikin,"Duesterhaus, Molly",Women,,,
2020,Queens (NC),"Dugdale, Jeff",Men,,,
2020,Queens (NC),"Dugdale, Jeff",Women,,,
2020,Southwestern,"Duncan, Jon",Men,,,
2020,Southwestern,"Duncan, Jon",Women,,,
2020,Lynchburg,"Dunn, Bradley",Men,,,
2020,Lynchburg,"Dunn, Bradley",Women,,,
2020,California,"Durden, Dave",Men,6,0,
2020,Utah,"Dykstra, Joe",Men,,,
2020,Utah,"Dykstra, Joe",Women,,,
2020,Kings (PA),"Easterday, Matt",Men,,,
2020,Kings (PA),"Easterday, Matt",Women,,,
2020,Northern Colorado,"Ebeling, Lisa",Women,,,
2020,Roger Williams,"Emmert, Matt",Men,,,
2020,Roger Williams,"Emmert, Matt",Women,,,
2020,Keiser,"Epstein, Adam",Men,,,
2020,Keiser,"Epstein, Adam",Women,,,
2020,Principia,"Erikson, Carl",Men,,,
2020,Principia,"Erikson, Carl",Women,,,
2020,Fredonia State,"Escobar, Astrid",Men,,,
2020,Fredonia State,"Escobar, Astrid",Women,,,
2020,Santa Monica,"Eskridge, Brian",Men,,,
2020,Santa Monica,"Eskridge, Brian",Women,,,
2020,Olivet Nazarene,"Essler, Kelly",Men,,,
2020,Olivet Nazarene,"Essler, Kelly",Women,,,
2020,Lewis & Clark,"Fantz, Chris",Men,,,
2020,Lewis & Clark,"Fantz, Chris",Women,,,
2020,NJIT,"Farina, Ron",Men,,,
2020,Morningside,"Farris, Bryan",Men,,,
2020,Morningside,"Farris, Bryan",Women,,,
2020,Franklin Pierce,"Fazzino, Brian",Men,,,
2020,Franklin Pierce,"Fazzino, Brian",Women,,,
2020,San Diego Mesa,"Fegan, Jim",Men,,,
2020,Thomas,"Feinberg, Don",Men,,,
2020,Thomas,"Feinberg, Don",Women,,,
2020,Ursinus,"Feinberg, Mark",Men,,,
2020,Ursinus,"Feinberg, Mark",Women,,,
2020,Union (NY),"Felix, Scott",Men,,,
2020,Union (NY),"Felix, Scott",Women,,,
2020,Saint Joseph's (ME),"Felker, Jared",Men,,,
2020,Saint Joseph's (ME),"Felker, Jared",Women,,,
2020,Austin College,"Filander, Robert",Men,,,
2020,Austin College,"Filander, Robert",Women,,,
2020,John Carroll,"Fino, Mark",Men,,,
2020,John Carroll,"Fino, Mark",Women,,,
2020,Modesto JC,"Fischer, Eric",Men,,,
2020,Modesto JC,"Fischer, Eric",Women,,,
2020,Illinois Wesleyan,"Fish, Teresa",Men,,,
2020,Illinois Wesleyan,"Fish, Teresa",Women,,,
2020,Kutztown,"Flannery, Tim",Men,,,
2020,Kutztown,"Flannery, Tim",Women,,,
2020,Fresno State,"Fleck, Jeanne",Women,,,
2020,Lawrence,"fleek, andrew",Men,,,
2020,Lawrence,"fleek, andrew",Women,,,
2020,Nebraska Wesleyan,"Fleming, Greg",Men,,,
2020,Nebraska Wesleyan,"Fleming, Greg",Women,,,
2020,Rider,"Fletcher, Stephen",Men,,,
2020,Rider,"Fletcher, Stephen",Women,,,
2020,Berry,"Flinchbaugh, Paul",Men,,,
2020,Berry,"Flinchbaugh, Paul",Women,,,
2020,Pfeiffer,"Flood, Brad",Men,,,
2020,Pfeiffer,"Flood, Brad",Women,,,
2020,LIU Post,"Foley, Kristen",Women,,,
2020,MIT,"French, Meg",Men,,,
2020,MIT,"French, Meg",Women,,,
2020,Grove City,"Fritz, David",Men,,,
2020,Grove City,"Fritz, David",Women,,,
2020,Cornell,"Gallagher, Patrick",Women,3,6,0
2020,North Carolina,"Gangloff, Mark",Men,,,
2020,North Carolina,"Gangloff, Mark",Women,,,
2020,Washington & Lee,"Gardner, Kami",Men,8,1,
2020,Washington & Lee,"Gardner, Kami",Women,8,1,
2020,Elizabethtown,"Gates, Melissa",Men,,,
2020,Elizabethtown,"Gates, Melissa",Women,,,
2020,Elms,"Gehring, Mark",Men,,,
2020,Elms,"Gehring, Mark",Women,,,
2020,Hamilton,"Geissinger, John",Men,,,
2020,Hamilton,"Geissinger, John",Women,,,
2020,Calvin,"Gelderloos, Dan",Men,,,
2020,Calvin,"Gelderloos, Dan",Women,,,
2020,Louisiana State,"Geyer, David",Men,,,
2020,Louisiana State,"Geyer, David",Women,,,
2020,Michigan State,"Gianiodis, Matt",Men,,,
2020,Michigan State,"Gianiodis, Matt",Women,,,
2020,Hood,"Gibeau, Chris",Men,,,
2020,Hood,"Gibeau, Chris",Women,,,
2020,Emmanuel,"Gilchrest, Allen",Men,,,
2020,Emmanuel,"Gilchrest, Allen",Women,,,
2020,Saint John's (MN),"Gill, Ben",Men,,,
2020,Saint John's (MN),"Gill, Ben",Women,,,
2020,UW-Green Bay,"Gillie, Eddie",Men,,,
2020,UW-Green Bay,"Gillie, Eddie",Women,,,
2020,Virginia Wesleyan,"Ginder, Mike",Men,,,
2020,Virginia Wesleyan,"Ginder, Mike",Women,,,
2020,California (PA),"Gitzen, April",Men,,,
2020,California (PA),"Gitzen, April",Women,,,
2020,Toledo,"Globig, Brianne",Women,,,
2020,Eastern Connecticut,"Gluz, Sarit",Men,,,
2020,Eastern Connecticut,"Gluz, Sarit",Women,,,
2020,Ripon,"Goggans, Ryan",Men,,,
2020,Ripon,"Goggans, Ryan",Women,,,
2020,Colorado College,"Goodman James, Anne",Men,,,
2020,Colorado College,"Goodman James, Anne",Women,,,
2020,Pomona-Pitzer,"Gowdy, Jean-Paul",Men,,,
2020,Pomona-Pitzer,"Gowdy, Jean-Paul",Women,,,
2020,King (TN),"Graves, James",Men,,,
2020,King (TN),"Graves, James",Women,,,
2020,Skidmore,"Greenleaf, Jill",Men,,,
2020,Skidmore,"Greenleaf, Jill",Women,,,
2020,Missouri,"Grevers, Andrew",Men,,,
2020,Missouri,"Grevers, Andrew",Women,,,
2020,Mars Hill,"Grier, Elle",Men,,,
2020,Mars Hill,"Grier, Elle",Women,,,
2020,Macalester,"Griffin, Kyllian",Men,,,
2020,Macalester,"Griffin, Kyllian",Women,,,
2020,Claremont-Mudd-Scripps,"Griffiths, Charles",Men,,,
2020,Claremont-Mudd-Scripps,"Griffiths, Charles",Women,,,
2020,Missouri S&T,"Grooms, Doug",Men,,,
2020,Saint Francis (NY),"Guidera, Brian",Men,,,
2020,Saint Francis (NY),"Guidera, Brian",Women,,,
2020,Saint Vincent,"Gurekovich, Josh",Men,,,
2020,Saint Vincent,"Gurekovich, Josh",Women,,,
2020,William Paterson,"Gurka, Ed",Men,12,4,
2020,William Paterson,"Gurka, Ed",Women,8,7,
2020,Piedmont,"Guyer, Teddy",Men,,,
2020,Piedmont,"Guyer, Teddy",Women,,,
2020,Notre Dame (OH),"Gyurke, Stephanie",Women,,,
2020,Saint Michaels,"Hall, Eileen",Men,,,
2020,Saint Michaels,"Hall, Eileen",Women,,,
2020,Saint Louis,"Halliburton, James",Men,,,
2020,Saint Louis,"Halliburton, James",Women,,,
2020,Illinois State,"Hamilton, Caitlin",Women,,,
2020,Sioux Falls,"Hamstra, Chris",Women,,,
2020,Marywood,"Haney, Zack",Men,,,
2020,Marywood,"Haney, Zack",Women,,,
2020,Le Moyne,"Hannah, Joe",Men,,,
2020,Le Moyne,"Hannah, Joe",Women,,,
2020,Hendrix,"Hannan, Alyson",Men,,,
2020,Hendrix,"Hannan, Alyson",Women,,,
2020,Purchase,"Hansbury, J. Brian",Men,,,
2020,Purchase,"Hansbury, J. Brian",Women,,,
2020,Cal State Bakersfield,"Hansen, Chris",Men,,,
2020,Cal State Bakersfield,"Hansen, Chris",Women,,,
2020,Southern Illinois,"Hanson, Geoff",Men,,,
2020,Southern Illinois,"Hanson, Geoff",Women,,,
2020,Sacramento City,"Hanson, Steve",Men,,,
2020,Sacramento City,"Hanson, Steve",Women,,,
2020,Pittsburgh,"Hargis, John",Men,,,
2020,Pittsburgh,"Hargis, John",Women,,,
2020,Millersville,"Harman, Erin",Women,,,
2020,TCNJ,"Harnett, Jennifer",Women,,,
2020,Arkansas,"Harper, Neil",Women,,,
2020,Wooster,"Harrington, Rob",Men,,,
2020,Wooster,"Harrington, Rob",Women,,,
2020,Bridgewater,"Harrison, Gwynn",Men,,,
2020,Bridgewater,"Harrison, Gwynn",Women,,,
2020,Georgia Tech,"Hart, Courtney",Men,,,
2020,Georgia Tech,"Hart, Courtney",Women,,,
2020,Marshall,"Hartman, Teel",Women,,,
2020,Saint Olaf,"Hauck, Robert",Men,,,
2020,Saint Olaf,"Hauck, Robert",Women,,,
2020,Ohio Wesleyan,"Hawes, Richard",Men,,,
2020,Ohio Wesleyan,"Hawes, Richard",Women,,,
2020,New England,"Hayes, Rick",Men,,,
2020,New England,"Hayes, Rick",Women,,,
2020,Medaille College,"Heckman, Chris",Men,,,
2020,Medaille College,"Heckman, Chris",Women,,,
2020,Saint Cloud State,"Hegle, Jeff",Men,,,
2020,Saint Cloud State,"Hegle, Jeff",Women,,,
2020,Lock Haven,"Hein, Brian",Men,,,
2020,Lock Haven,"Hein, Brian",Women,,,
2020,Franklin,"Hendricks, Andrew",Men,,,
2020,Franklin,"Hendricks, Andrew",Women,,,
2020,Yale,"Henry, Jim",Men,,,
2020,Yale,"Henry, Jim",Women,,,
2020,Lehigh,"Herb, Rob",Men,,,
2020,Lehigh,"Herb, Rob",Women,,,
2020,Saint Mary (NE),"Hermes, Terri",Women,,,
2020,UMSL,"Hernandez, Tony",Men,,,
2020,UMSL,"Hernandez, Tony",Women,,,
2020,Guilford,"Herndon, Brad",Men,,,
2020,Guilford,"Herndon, Brad",Women,,,
2020,Pacific,"Herrington, Katelyne",Men,,,
2020,Pacific,"Herrington, Katelyne",Women,,,
2020,Nova Southeastern,"Hewitt, Ben",Men,,,
2020,Nova Southeastern,"Hewitt, Ben",Women,,,
2020,Denver,"Hicken Franklin, Alicia",Men,,,
2020,Denver,"Hicken Franklin, Alicia",Women,,,
2020,McDaniel,"Hiestand, Jeff",Men,,,
2020,McDaniel,"Hiestand, Jeff",Women,,,
2020,Washington College (MD),"Hill, Mark",Men,,,
2020,Washington College (MD),"Hill, Mark",Women,,,
2020,Salem College,"Hillen, Tim",Men,,,
2020,Salem College,"Hillen, Tim",Women,,,
2020,Indianapolis,"Hite, Jason",Men,,,
2020,Indianapolis,"Hite, Jason",Women,,,
2020,Dartmouth,"Holder, Jamie",Men,1,8,
2020,Dartmouth,"Holder, Jamie",Women,2,7,
2020,NC State,"Holloway, Braden",Men,5,1,
2020,NC State,"Holloway, Braden",Women,5,2,
2020,SUNY Oswego,"Holman, Mike",Men,,,
2020,SUNY Oswego,"Holman, Mike",Women,,,
2020,Texas A&M,"Holmes, Jay",Men,7,3,
2020,Oklahoma Baptist,"Hood, Matthew",Men,,,
2020,Oklahoma Baptist,"Hood, Matthew",Women,,,
2020,Thomas More,"Hopkins, Monty",Women,,,
2020,San Jose State,"Hopkins, Sage",Women,5,2,1
2020,Florida International,"Horner, Randy",Women,,,
2020,SUNY Cobleskill,"Hotaling, Jamie",Men,,,
2020,SUNY Cobleskill,"Hotaling, Jamie",Women,,,
2020,Oakland,"Hovland, Pete",Men,,,
2020,Oakland,"Hovland, Pete",Women,,,
2020,Emory,"Howell, Jon",Men,2,2,
2020,Emory,"Howell, Jon",Women,4,1,
2020,Tufts,"Hoyt, Adam",Men,5,2,
2020,Tufts,"Hoyt, Adam",Women,4,3,
2020,Stevens Institute,"Hughes, Paul",Men,,,
2020,Stevens Institute,"Hughes, Paul",Women,,,
2020,WVU Tech,"Hughes, Will",Men,,,
2020,WVU Tech,"Hughes, Will",Women,,,
2020,South Dakota State,"Humphrey, Douglas",Women,,,
2020,Malone,"Hunt, Russell",Men,,,
2020,Malone,"Hunt, Russell",Women,,,
2020,Iowa Lakes,"Huntrods, Kaden",Men,,,
2020,Iowa Lakes,"Huntrods, Kaden",Women,,,
2020,Grinnell,"Hurley, Erin",Men,,,
2020,Grinnell,"Hurley, Erin",Women,,,
2020,Saint Francis (PA),"Hurley, Phil",Women,,,
2020,Rice,"Huston, Seth",Women,,,
2020,Orange Coast,"Iacopetti, Anthony",Men,,,
2020,Orange Coast,"Iacopetti, Anthony",Women,,,
2020,Ocean County CC,"Iacopetti, Anthony",Men,,,
2020,Ocean County CC,"Iacopetti, Anthony",Women,,,
2020,Cabrini,"Ikeler, Cindy",Men,,,
2020,Cabrini,"Ikeler, Cindy",Women,,,
2020,New Mexico,"Ingelido, Keegan",Women,,,
2020,East Carolina,"Jabs, Matthew",Men,,,
2020,East Carolina,"Jabs, Matthew",Women,,,
2020,Tiffin,"Jachno, Lukas",Men,,,
2020,Tiffin,"Jachno, Lukas",Women,,,
2020,Whittier,"Jafari, Michael",Men,,,
2020,Whittier,"Jafari, Michael",Women,,,
2020,UC Davis,"Jahn, Barbara",Women,,,
2020,South Georgia,"Jenkins, CM",Men,,,
2020,South Georgia,"Jenkins, CM",Women,,,
2020,Western Illinois,"Johannsen, Scott",Men,,,
2020,Western Illinois,"Johannsen, Scott",Women,,,
2020,Northern Arizona,"Johns, Andy",Women,,,
2020,Babson,"Jones, Kristy",Men,,,
2020,Babson,"Jones, Kristy",Women,,,
2020,Centenary,"Jordan, Butch",Men,,,
2020,Centenary,"Jordan, Butch",Women,,,
2020,Lincoln,"Jordan, Johnathan",Men,,,
2020,Lincoln,"Jordan, Johnathan",Women,,,
2020,Kentucky,"Jorgensen, Lars",Men,,,
2020,Kentucky,"Jorgensen, Lars",Women,,,
2020,UT-Permian Basin,"Kainer, Cameron",Men,,,
2020,UT-Permian Basin,"Kainer, Cameron",Women,,,
2020,Canyons,"Kakumu, Sean",Men,,,
2020,Canyons,"Kakumu, Sean",Women,,,
2020,Lewis,"Karns, Roger",Men,,,
2020,Lewis,"Karns, Roger",Women,,,
2020,Biola,"Kauth, Ryan",Men,,,
2020,Biola,"Kauth, Ryan",Women,,,
2020,Alderson Broaddus,"Keane, Katrice",Men,,,
2020,Alderson Broaddus,"Keane, Katrice",Women,,,
2020,San Diego,"Keeler, Michael",Women,,,
2020,Clarion,"Kelley, Brehan",Men,,,
2020,Clarion,"Kelley, Brehan",Women,,,
2020,William & Mary,"Kellogg, Nate",Men,,,
2020,William & Mary,"Kellogg, Nate",Women,,,
2020,Lindsey Wilson,"Kemnitz, Alicia",Men,,,
2020,Lindsey Wilson,"Kemnitz, Alicia",Women,,,
2020,Sterling,"Kempf, Gary",Women,,,
2020,Miami (FL),"Kershaw, Andrew",Women,,,
2020,Asbury,"Keyser, Alex",Men,,,
2020,Asbury,"Keyser, Alex",Women,,,
2020,Fashion Institute of Technology,"Khajegi, Soroush",Men,,,
2020,Fashion Institute of Technology,"Khajegi, Soroush",Women,,,
2020,Lehman,"Kiernan, Peter",Men,,,
2020,Lehman,"Kiernan, Peter",Women,,,
2020,Linfield,"Kimball, Kyle",Men,,,
2020,Linfield,"Kimball, Kyle",Women,,,
2020,Tampa,"Kiner, Jimi",Men,,,
2020,Tampa,"Kiner, Jimi",Women,,,
2020,Minnesota-Moorhead,"King, Charlie",Women,,,
2020,Carnegie Mellon,"Kinney, Matthew",Men,,,
2020,Carnegie Mellon,"Kinney, Matthew",Women,,,
2020,Randolph-Macon,"Kintzer, Brent",Men,,,
2020,Randolph-Macon,"Kintzer, Brent",Women,,,
2020,Northwestern,"Kipp, Jeremy",Men,,,
2020,Northwestern,"Kipp, Jeremy",Women,,,
2020,Hillsdale,"Kirner, Kurt",Women,,,
2020,Point University,"Kite, Derek",Men,,,
2020,Point University,"Kite, Derek",Women,,,
2020,Purdue,"Klinge, John",Women,,,
2020,Utica,"Knight, Erin",Men,,,
2020,Utica,"Knight, Erin",Women,,,
2020,UW-Whitewater,"Knoche, Elise",Men,,,
2020,UW-Whitewater,"Knoche, Elise",Women,,,
2020,Manchester,"Kocsis, Mike",Men,,,
2020,Manchester,"Kocsis, Mike",Women,,,
2020,Colby-Sawyer,"Kohrs, Conrad",Men,,,
2020,Colby-Sawyer,"Kohrs, Conrad",Women,,,
2020,Hunter,"Kokoszka, Michael",Men,,,
2020,Hunter,"Kokoszka, Michael",Women,,,
2020,Arcadia,"Kokoszka, Michael",Men,,,
2020,Transylvania,"Koukis, Keaton",Men,,,
2020,Brown,"Kovenock, Kate",Women,,,
2020,West Florida,"Kraus, Philip",Women,,,
2020,Tennessee,"Kredich, Matt",Men,9,3,
2020,Tennessee,"Kredich, Matt",Women,8,0,
2020,Minnesota,"Kremer, Kelly",Men,2,6,0
2020,Minnesota,"Kremer, Kelly",Women,5,3,
2020,Saint Peters,"Kretzer, Mark",Men,,,
2020,Saint Peters,"Kretzer, Mark",Women,,,
2020,Valparaiso,"Kroemer, Maggie",Men,,,
2020,Valparaiso,"Kroemer, Maggie",Women,,,
2020,Buffalo State,"Kroll, Michael",Men,,,
2020,Buffalo State,"Kroll, Michael",Women,,,
2020,Siena,"Kueterman, Paul",Women,,,
2020,Smith,"Kundel, Zack",Women,,,
2020,Williams,"Kuster, Steven",Men,,,
2020,Williams,"Kuster, Steven",Women,,,
2020,Azusa Pacific,"Kyle, Tim",Women,,,
2020,Westfield State,"Laing, Dave",Women,,,
2020,Northern Iowa,"Lakin, Nick",Women,,,
2020,Queens (NY),"Lampasso-Dillon, Alicia",Women,,,
2020,Baruch,"Lampasso, Charles",Men,,,
2020,Baruch,"Lampasso, Charles",Women,,,
2020,Washington State,"Leach, Matthew",Women,3,7,
2020,Georgetown,"Leavitt, Jack",Men,,,
2020,Georgetown,"Leavitt, Jack",Women,,,
2020,Wilkes,"Limouze, Thomas",Men,,,
2020,Wilkes,"Limouze, Thomas",Women,,,
2020,Westmont,"Lin, Jill",Women,,,
2020,Alma,"Lintjer, Jason",Men,,,
2020,Alma,"Lintjer, Jason",Women,,,
2020,Notre Dame,"Litzinger, Michael",Men,,,
2020,Notre Dame,"Litzinger, Michael",Women,,,
2020,Maine,"Lizzotte, Susan",Men,,,
2020,Maine,"Lizzotte, Susan",Women,,,
2020,Augustana (IL),"Lloyd, Dan",Men,,,
2020,Augustana (IL),"Lloyd, Dan",Women,,,
2020,Loyola (MD),"Loeffler, Brian",Men,,,
2020,Loyola (MD),"Loeffler, Brian",Women,,,
2020,Illinois-Chicago,"Loeffler, Tim",Men,,,
2020,Illinois-Chicago,"Loeffler, Tim",Women,,,
2020,Iowa,"Long, Marc",Men,,,
2020,Iowa,"Long, Marc",Women,,,
2020,UNLV,"Loorz, Ben",Men,,,
2020,UNLV,"Loorz, Ben",Women,,,
2020,Indiana,"Looze, Ray",Men,8,3,
2020,Indiana,"Looze, Ray",Women,4,5,
2020,Virginia Tech,"Lopez Miro, Sergio",Men,,,
2020,Virginia Tech,"Lopez Miro, Sergio",Women,,,
2020,Assumption,"Ludemann, Richard",Men,,,
2020,Assumption,"Ludemann, Richard",Women,,,
2020,Princeton,"Lundgaard, Bret",Women,,,
2020,UNC Asheville,"Lykins, Elizabeth",Women,,,
2020,Boise State,"Mabile, Christine",Women,,,
2020,Rutgers,"Maccoll, Jon",Women,,,
2020,Xavier,"MacDonald, Brent",Men,,,
2020,Xavier,"MacDonald, Brent",Women,,,
2020,UC Santa Barbara,"Macedo, Matt",Men,,,
2020,UC Santa Barbara,"Macedo, Matt",Women,,,
2020,Montevallo,"Mahaney, Aaron",Men,,,
2020,Montevallo,"Mahaney, Aaron",Women,,,
2020,South Dakota,"Mahowald, Jason",Men,,,
2020,South Dakota,"Mahowald, Jason",Women,,,
2020,Connecticut,"Maiello, Chris",Men,,,
2020,Connecticut,"Maiello, Chris",Women,,,
2020,Findlay,"Makepeace, Andrew",Men,,,
2020,Findlay,"Makepeace, Andrew",Women,,,
2020,Manhattan,"Malone, Patrick",Men,,,
2020,Manhattan,"Malone, Patrick",Women,,,
2020,Saint Leo,"Mangen, Paul",Men,,,
2020,Saint Leo,"Mangen, Paul",Women,,,
2020,Brooklyn,"Manojlovic, Dragna",Men,,,
2020,Brooklyn,"Manojlovic, Dragna",Women,,,
2020,Ithaca,"Markwardt, Kevin",Men,,,
2020,Delaware,"Marmolejo, Pablo",Men,,,
2020,Delaware,"Marmolejo, Pablo",Women,,,
2020,San Joaquin Delta,"Maroney, Mike",Men,,,
2020,San Joaquin Delta,"Maroney, Mike",Women,,,
2020,Bloomsburg,"Marvin, Stu",Men,,,
2020,Bloomsburg,"Marvin, Stu",Women,,,
2020,Western Colorado,"Matheson, Erik",Women,,,
2020,Henderson State,"Matthews, Coak",Men,,,
2020,Henderson State,"Matthews, Coak",Women,,,
2020,West Chester,"Mazurek, Steve",Men,,,
2020,West Chester,"Mazurek, Steve",Women,,,
2020,Utah Tech,"McAllister, Tamber",Women,,,
2020,Merced,"McCall, Scott",Men,,,
2020,Merced,"McCall, Scott",Women,,,
2020,Messiah,"McComb, Katie",Men,,,
2020,Messiah,"McComb, Katie",Women,,,
2020,Colorado School of Mines,"McDaniel, Claire",Men,,,
2020,Colorado School of Mines,"McDaniel, Claire",Women,,,
2020,Bryn Mawr,"McDevitt, Pat",Women,,,
2020,Juniata,"McFadden, Devon",Men,,,
2020,Juniata,"McFadden, Devon",Women,,,
2020,Lycoming,"McGuriman, Matt",Men,,,
2020,Lycoming,"McGuriman, Matt",Women,,,
2020,California,"McKeever, Teri",Women,7,1,
2020,Hartnell,"McKown, Joel",Men,,,
2020,Hartnell,"McKown, Joel",Women,,,
2020,Montclair State,"McLaughlin, Brian",Men,,,
2020,Montclair State,"McLaughlin, Brian",Women,,,
2020,Stanford,"Meehan, Greg",Women,7,0,
2020,UNC Wilmington,"Memont, Jason",Men,3,5,
2020,UNC Wilmington,"Memont, Jason",Women,2,8,
2020,Gannon,"Michalski, Jacqueline",Men,,,
2020,Gannon,"Michalski, Jacqueline",Women,,,
2020,Augustana (SD),"Micko, Lindsie",Men,,,
2020,Augustana (SD),"Micko, Lindsie",Women,,,
2020,Saint Ambrose,"Miecznikowski, Rob",Men,,,
2020,Saint Ambrose,"Miecznikowski, Rob",Women,,,
2020,New York University,"Miele, Trevor",Men,,,
2020,New York University,"Miele, Trevor",Women,,,
2020,Augsburg,"Mikkelson, Lindsay",Women,,,
2020,Cal Poly,"Milich, Tom",Men,,,
2020,Cal Poly,"Milich, Tom",Women,,,
2020,Old Dominion,"Miller Livsey, Jessica",Men,,,
2020,Old Dominion,"Miller Livsey, Jessica",Women,,,
2020,Carroll,"Miller, Kelsie",Men,,,
2020,Carroll,"Miller, Kelsie",Women,,,
2020,Ithaca,"Miller, Paula",Women,334,61,3
2020,Case Western,"Milliken, Doug",Men,,,
2020,Case Western,"Milliken, Doug",Women,,,
2020,Occidental,"Mitchell, Haley",Men,,,
2020,Occidental,"Mitchell, Haley",Women,,,
2020,UW-LaCrosse,"Mohs, Steven",Men,,,
2020,UW-LaCrosse,"Mohs, Steven",Women,,,
2020,Mount Union,"Mojock, Eric",Men,,,
2020,Mount Union,"Mojock, Eric",Women,,,
2020,Minnesota-Morris,"Molesworth, David",Women,,,
2020,Campbell,"Molinard, Pascal",Women,,,
2020,Northern State,"Monanian, Nicole",Women,,,
2020,South Carolina,"Moody, McGee",Men,,,
2020,South Carolina,"Moody, McGee",Women,,,
2020,Southern Virginia,"Moore, Jennifer",Men,,,
2020,Southern Virginia,"Moore, Jennifer",Women,,,
2020,Nebraska,"Morales, Pablo",Women,,,
2020,Wittenberg,"Moran, Noah",Men,,,
2020,Wittenberg,"Moran, Noah",Women,,,
2020,Harvard,"Morawski, Stephanie",Women,5,3,
2020,SUNY Brockport,"Morini, Jason",Men,,,
2020,SUNY Brockport,"Morini, Jason",Women,,,
2020,Navy,"Morrison, John",Women,,,
2020,UMass Dartmouth,"Motta, Cathy",Men,,,
2020,UMass Dartmouth,"Motta, Cathy",Women,4,6,
2020,Drew,"Munson, Richard",Men,,,
2020,Drew,"Munson, Richard",Women,,,
2020,Air Force,"Murphy, Colleen",Women,,,
2020,Penn State,"Murphy, Tim",Men,,,
2020,Penn State,"Murphy, Tim",Women,,,
2020,Delta State,"Murray, Dan'l",Men,,,
2020,Delta State,"Murray, Dan'l",Women,,,
2020,Saint Rose,"Murray, Keith",Men,,,
2020,Saint Rose,"Murray, Keith",Women,,,
2020,Puget Sound,"Myhre, Chris",Men,,,
2020,Puget Sound,"Myhre, Chris",Women,,,
2020,Loyola (LA),"Natal, T.J.",Men,,,
2020,Loyola (LA),"Natal, T.J.",Women,,,
2020,Mary,"Neiheisel, Leah",Men,,,
2020,Mary,"Neiheisel, Leah",Women,,,
2020,Florida,"Nesty, Anthony",Men,5,2,
2020,Massachusetts,"Newcomb, Bob",Women,,,
2020,Cornell,"Newman, Wes",Men,3,6,
2020,Amherst,"Nichols, Nick",Men,6,2,
2020,Amherst,"Nichols, Nick",Women,6,2,
2020,Allegheny,"Niggel, Max",Men,,,
2020,Allegheny,"Niggel, Max",Women,,,
2020,Army,"Nigro, Brandt",Men,,,
2020,Army,"Nigro, Brandt",Women,,,
2020,Seattle,"Nisgor, Craig",Men,,,
2020,Seattle,"Nisgor, Craig",Women,,,
2020,Saint Bonaventure,"Nitardy, Skip",Men,,,
2020,Saint Bonaventure,"Nitardy, Skip",Women,,,
2020,Brown,"Norman, Kevin",Men,,,
2020,Ohio,"Norman, Mason",Women,,,
2020,Riverside CC,"Northcott, Jason",Men,,,
2020,Riverside CC,"Northcott, Jason",Women,,,
2020,Illinois,"Novitsky, Susan",Women,,,
2020,Monmouth (NJ),"Nunnally, Matthew",Men,,,
2020,Monmouth (NJ),"Nunnally, Matthew",Women,,,
2020,Stevenson,"Nyman, Clarke",Men,,,
2020,Stevenson,"Nyman, Clarke",Women,,,
2020,Nebraska-Kearney,"O'Connell, Becky",Women,,,
2020,Providence,"O'Neill, John",Men,,,
2020,Providence,"O'Neill, John",Women,,,
2020,Wright State,"Oaks, Kyle",Women,,,
2020,Sewanee,"Obermiller, Max",Men,,,
2020,Sewanee,"Obermiller, Max",Women,,,
2020,RPI,"OBrien, Shannon",Men,,,
2020,RPI,"OBrien, Shannon",Women,,,
2020,Florida A&M,"Olaves, Jorge",Men,,,
2020,Florida A&M,"Olaves, Jorge",Women,,,
2020,Ventura,"Oliver, Brittany",Men,,,
2020,Ventura,"Oliver, Brittany",Women,,,
2020,Cal State Fullerton,"Olszewski, Jerry",Men,,,
2020,Cal State Fullerton,"Olszewski, Jerry",Women,,,
2020,Vanderbilt,"Organ, Jeremy",Women,,,
2020,Wheeling University,"Orstein, Michael",Men,,,
2020,Wheeling University,"Orstein, Michael",Women,,,
2020,Lindenwood,"Owen, Jason",Men,,,
2020,Lindenwood,"Owen, Jason",Women,,,
2020,Minnesota-Mankato,"Owens, Nathan",Women,,,
